locality,timestamp,temperature,humidity
AnnaNagar,2025-09-01 00:45:00,32.2,42
Velachery,2025-09-01 00:45:00,35.2,66
T.Nagar,2025-09-01 00:45:00,26.8,65
Adyar,2025-09-01 00:45:00,28.3,79
Guindy,2025-09-01 00:45:00,26.8,50
AnnaNagar,2025-09-01 00:46:00,26.1,59
Velachery,2025-09-01 00:46:00,28.9,78
T.Nagar,2025-09-01 00:46:00,36.8,46
Adyar,2025-09-01 00:46:00,26.0,74
Guindy,2025-09-01 00:46:00,32.1,46
AnnaNagar,2025-09-01 00:47:00,35.6,68
Velachery,2025-09-01 00:47:00,35.8,59
T.Nagar,2025-09-01 00:47:00,27.2,50
Adyar,2025-09-01 00:47:00,25.2,65
Guindy,2025-09-01 00:47:00,37.7,66
AnnaNagar,2025-09-01 00:48:00,35.8,58
Velachery,2025-09-01 00:48:00,38.8,42
T.Nagar,2025-09-01 00:48:00,37.6,61
Adyar,2025-09-01 00:48:00,31.8,44
Guindy,2025-09-01 00:48:00,26.7,71
AnnaNagar,2025-09-01 00:49:00,27.5,74
Velachery,2025-09-01 00:49:00,28.9,46
T.Nagar,2025-09-01 00:49:00,34.2,53
Adyar,2025-09-01 00:49:00,39.7,48
Guindy,2025-09-01 00:49:00,32.9,57
AnnaNagar,2025-09-01 00:50:00,32.3,56
Velachery,2025-09-01 00:50:00,39.2,70
T.Nagar,2025-09-01 00:50:00,31.0,58
Adyar,2025-09-01 00:50:00,33.0,49
Guindy,2025-09-01 00:50:00,36.8,52
AnnaNagar,2025-09-01 00:51:00,26.6,57
Velachery,2025-09-01 00:51:00,25.3,56
T.Nagar,2025-09-01 00:51:00,25.6,56
Adyar,2025-09-01 00:51:00,32.0,73
Guindy,2025-09-01 00:51:00,39.1,77
AnnaNagar,2025-09-01 00:52:00,26.2,56
Velachery,2025-09-01 00:52:00,33.3,42
T.Nagar,2025-09-01 00:52:00,25.9,70
Adyar,2025-09-01 00:52:00,37.2,48
Guindy,2025-09-01 00:52:00,35.9,53
AnnaNagar,2025-09-01 00:53:00,27.7,68
Velachery,2025-09-01 00:53:00,29.4,48
T.Nagar,2025-09-01 00:53:00,35.9,62
Adyar,2025-09-01 00:53:00,28.0,54
Guindy,2025-09-01 00:53:00,25.1,60
AnnaNagar,2025-09-01 00:54:00,26.0,51
Velachery,2025-09-01 00:54:00,30.2,56
T.Nagar,2025-09-01 00:54:00,34.5,67
Adyar,2025-09-01 00:54:00,33.1,40
Guindy,2025-09-01 00:54:00,39.3,51
AnnaNagar,2025-09-01 00:55:00,33.7,44
Velachery,2025-09-01 00:55:00,38.3,67
T.Nagar,2025-09-01 00:55:00,34.2,54
Adyar,2025-09-01 00:55:00,34.5,52
Guindy,2025-09-01 00:55:00,26.6,56
AnnaNagar,2025-09-01 00:56:00,26.1,78
Velachery,2025-09-01 00:56:00,39.7,79
T.Nagar,2025-09-01 00:56:00,35.2,57
Adyar,2025-09-01 00:56:00,29.4,55
Guindy,2025-09-01 00:56:00,30.2,56
AnnaNagar,2025-09-01 00:57:00,39.2,52
Velachery,2025-09-01 00:57:00,31.6,56
T.Nagar,2025-09-01 00:57:00,31.6,43
Adyar,2025-09-01 00:57:00,26.5,42
Guindy,2025-09-01 00:57:00,39.8,65
AnnaNagar,2025-09-01 00:58:00,34.0,70
Velachery,2025-09-01 00:58:00,26.1,51
T.Nagar,2025-09-01 00:58:00,26.3,45
Adyar,2025-09-01 00:58:00,34.4,71
Guindy,2025-09-01 00:58:00,33.1,68
AnnaNagar,2025-09-01 00:59:00,30.6,62
Velachery,2025-09-01 00:59:00,31.9,72
T.Nagar,2025-09-01 00:59:00,29.0,59
Adyar,2025-09-01 00:59:00,26.4,59
Guindy,2025-09-01 00:59:00,34.9,71
AnnaNagar,2025-09-01 01:00:00,34.6,70
Velachery,2025-09-01 01:00:00,38.3,48
T.Nagar,2025-09-01 01:00:00,30.2,56
Adyar,2025-09-01 01:00:00,37.8,67
Guindy,2025-09-01 01:00:00,35.5,41
AnnaNagar,2025-09-01 01:01:00,33.1,62
Velachery,2025-09-01 01:01:00,30.0,77
T.Nagar,2025-09-01 01:01:00,38.5,58
Adyar,2025-09-01 01:01:00,26.8,65
Guindy,2025-09-01 01:01:00,34.0,76
AnnaNagar,2025-09-01 01:02:00,29.7,55
Velachery,2025-09-01 01:02:00,33.5,47
T.Nagar,2025-09-01 01:02:00,39.5,59
Adyar,2025-09-01 01:02:00,35.7,50
Guindy,2025-09-01 01:02:00,28.3,47
AnnaNagar,2025-09-01 01:03:00,39.0,46
Velachery,2025-09-01 01:03:00,25.6,46
T.Nagar,2025-09-01 01:03:00,29.8,55
Adyar,2025-09-01 01:03:00,32.7,78
Guindy,2025-09-01 01:03:00,28.2,50
AnnaNagar,2025-09-01 01:04:00,37.5,61
Velachery,2025-09-01 01:04:00,31.5,56
T.Nagar,2025-09-01 01:04:00,29.2,61
Adyar,2025-09-01 01:04:00,25.1,42
Guindy,2025-09-01 01:04:00,25.7,43
AnnaNagar,2025-09-01 01:05:00,39.7,55
Velachery,2025-09-01 01:05:00,32.5,49
T.Nagar,2025-09-01 01:05:00,25.0,68
Adyar,2025-09-01 01:05:00,27.7,48
Guindy,2025-09-01 01:05:00,39.2,70
AnnaNagar,2025-09-01 01:06:00,29.1,49
Velachery,2025-09-01 01:06:00,30.2,60
T.Nagar,2025-09-01 01:06:00,35.7,61
Adyar,2025-09-01 01:06:00,27.7,55
Guindy,2025-09-01 01:06:00,34.8,60
AnnaNagar,2025-09-01 01:07:00,34.5,66
Velachery,2025-09-01 01:07:00,25.1,41
T.Nagar,2025-09-01 01:07:00,27.3,59
Adyar,2025-09-01 01:07:00,25.4,79
Guindy,2025-09-01 01:07:00,26.6,57
AnnaNagar,2025-09-01 01:08:00,35.6,42
Velachery,2025-09-01 01:08:00,34.6,75
T.Nagar,2025-09-01 01:08:00,25.4,59
Adyar,2025-09-01 01:08:00,34.3,72
Guindy,2025-09-01 01:08:00,26.7,77
AnnaNagar,2025-09-01 01:09:00,35.4,80
Velachery,2025-09-01 01:09:00,33.5,50
T.Nagar,2025-09-01 01:09:00,33.1,53
Adyar,2025-09-01 01:09:00,32.6,46
Guindy,2025-09-01 01:09:00,35.0,63
AnnaNagar,2025-09-01 01:10:00,31.4,55
Velachery,2025-09-01 01:10:00,25.7,45
T.Nagar,2025-09-01 01:10:00,26.9,79
Adyar,2025-09-01 01:10:00,33.9,69
Guindy,2025-09-01 01:10:00,32.1,64
AnnaNagar,2025-09-01 01:11:00,35.6,50
Velachery,2025-09-01 01:11:00,29.2,42
T.Nagar,2025-09-01 01:11:00,37.5,41
Adyar,2025-09-01 01:11:00,30.0,71
Guindy,2025-09-01 01:11:00,36.1,61
AnnaNagar,2025-09-01 01:12:00,39.8,72
Velachery,2025-09-01 01:12:00,36.5,54
T.Nagar,2025-09-01 01:12:00,26.4,76
Adyar,2025-09-01 01:12:00,30.8,53
Guindy,2025-09-01 01:12:00,36.8,63
AnnaNagar,2025-09-01 01:13:00,39.1,80
Velachery,2025-09-01 01:13:00,31.3,40
T.Nagar,2025-09-01 01:13:00,34.5,67
Adyar,2025-09-01 01:13:00,37.9,68
Guindy,2025-09-01 01:13:00,38.2,70
AnnaNagar,2025-09-01 01:14:00,34.2,75
Velachery,2025-09-01 01:14:00,35.0,59
T.Nagar,2025-09-01 01:14:00,29.6,69
Adyar,2025-09-01 01:14:00,36.0,62
Guindy,2025-09-01 01:14:00,33.7,40
AnnaNagar,2025-09-01 01:15:00,32.1,75
Velachery,2025-09-01 01:15:00,40.0,73
T.Nagar,2025-09-01 01:15:00,39.9,64
Adyar,2025-09-01 01:15:00,35.4,73
Guindy,2025-09-01 01:15:00,27.9,47
AnnaNagar,2025-09-01 01:16:00,29.7,50
Velachery,2025-09-01 01:16:00,32.3,57
T.Nagar,2025-09-01 01:16:00,25.0,45
Adyar,2025-09-01 01:16:00,38.5,70
Guindy,2025-09-01 01:16:00,38.4,62
AnnaNagar,2025-09-01 01:17:00,25.9,59
Velachery,2025-09-01 01:17:00,30.0,68
T.Nagar,2025-09-01 01:17:00,38.8,56
Adyar,2025-09-01 01:17:00,33.8,41
Guindy,2025-09-01 01:17:00,26.7,53
AnnaNagar,2025-09-01 01:18:00,38.6,54
Velachery,2025-09-01 01:18:00,38.8,64
T.Nagar,2025-09-01 01:18:00,38.0,51
Adyar,2025-09-01 01:18:00,39.8,69
Guindy,2025-09-01 01:18:00,25.8,50
AnnaNagar,2025-09-01 01:19:00,27.6,71
Velachery,2025-09-01 01:19:00,27.2,54
T.Nagar,2025-09-01 01:19:00,35.2,71
Adyar,2025-09-01 01:19:00,28.0,57
Guindy,2025-09-01 01:19:00,26.0,50
AnnaNagar,2025-09-01 01:20:00,35.7,71
Velachery,2025-09-01 01:20:00,25.5,55
T.Nagar,2025-09-01 01:20:00,36.6,62
Adyar,2025-09-01 01:20:00,30.1,60
Guindy,2025-09-01 01:20:00,36.1,62
AnnaNagar,2025-09-01 01:21:00,28.9,54
Velachery,2025-09-01 01:21:00,37.0,50
T.Nagar,2025-09-01 01:21:00,29.6,48
Adyar,2025-09-01 01:21:00,38.6,77
Guindy,2025-09-01 01:21:00,30.2,79
AnnaNagar,2025-09-01 01:22:00,32.7,67
Velachery,2025-09-01 01:22:00,38.9,42
T.Nagar,2025-09-01 01:22:00,32.0,45
Adyar,2025-09-01 01:22:00,31.3,59
Guindy,2025-09-01 01:22:00,27.1,47
AnnaNagar,2025-09-01 01:23:00,29.2,42
Velachery,2025-09-01 01:23:00,35.5,50
T.Nagar,2025-09-01 01:23:00,30.3,58
Adyar,2025-09-01 01:23:00,28.2,79
Guindy,2025-09-01 01:23:00,30.5,67
AnnaNagar,2025-09-01 01:24:00,26.8,80
Velachery,2025-09-01 01:24:00,35.3,63
T.Nagar,2025-09-01 01:24:00,30.3,66
Adyar,2025-09-01 01:24:00,27.4,75
Guindy,2025-09-01 01:24:00,33.6,46
AnnaNagar,2025-09-01 01:25:00,28.2,47
Velachery,2025-09-01 01:25:00,33.1,68
T.Nagar,2025-09-01 01:25:00,38.6,57
Adyar,2025-09-01 01:25:00,32.4,80
Guindy,2025-09-01 01:25:00,34.0,78
AnnaNagar,2025-09-01 01:26:00,26.4,69
Velachery,2025-09-01 01:26:00,37.2,74
T.Nagar,2025-09-01 01:26:00,33.5,79
Adyar,2025-09-01 01:26:00,31.0,79
Guindy,2025-09-01 01:26:00,34.8,48
AnnaNagar,2025-09-01 01:27:00,36.3,62
Velachery,2025-09-01 01:27:00,32.5,61
T.Nagar,2025-09-01 01:27:00,39.4,61
Adyar,2025-09-01 01:27:00,35.3,78
Guindy,2025-09-01 01:27:00,26.1,60
AnnaNagar,2025-09-01 01:28:00,39.9,44
Velachery,2025-09-01 01:28:00,33.4,71
T.Nagar,2025-09-01 01:28:00,26.4,50
Adyar,2025-09-01 01:28:00,34.0,68
Guindy,2025-09-01 01:28:00,31.6,41
AnnaNagar,2025-09-01 01:29:00,30.4,45
Velachery,2025-09-01 01:29:00,27.4,40
T.Nagar,2025-09-01 01:29:00,29.3,43
Adyar,2025-09-01 01:29:00,29.7,64
Guindy,2025-09-01 01:29:00,32.1,71
AnnaNagar,2025-09-01 01:30:00,27.7,50
Velachery,2025-09-01 01:30:00,29.7,54
T.Nagar,2025-09-01 01:30:00,27.3,57
Adyar,2025-09-01 01:30:00,31.0,58
Guindy,2025-09-01 01:30:00,38.8,76
AnnaNagar,2025-09-01 01:31:00,27.3,56
Velachery,2025-09-01 01:31:00,36.2,55
T.Nagar,2025-09-01 01:31:00,26.0,72
Adyar,2025-09-01 01:31:00,38.8,75
Guindy,2025-09-01 01:31:00,37.3,64
AnnaNagar,2025-09-01 01:32:00,30.7,53
Velachery,2025-09-01 01:32:00,27.2,68
T.Nagar,2025-09-01 01:32:00,35.2,42
Adyar,2025-09-01 01:32:00,34.3,72
Guindy,2025-09-01 01:32:00,37.6,79
AnnaNagar,2025-09-01 01:33:00,32.7,69
Velachery,2025-09-01 01:33:00,31.5,78
T.Nagar,2025-09-01 01:33:00,30.0,69
Adyar,2025-09-01 01:33:00,35.7,55
Guindy,2025-09-01 01:33:00,30.3,56
AnnaNagar,2025-09-01 01:34:00,35.9,50
Velachery,2025-09-01 01:34:00,29.8,41
T.Nagar,2025-09-01 01:34:00,26.2,59
Adyar,2025-09-01 01:34:00,26.2,73
Guindy,2025-09-01 01:34:00,35.7,45
AnnaNagar,2025-09-01 01:35:00,39.9,65
Velachery,2025-09-01 01:35:00,38.7,61
T.Nagar,2025-09-01 01:35:00,32.8,47
Adyar,2025-09-01 01:35:00,27.6,58
Guindy,2025-09-01 01:35:00,26.5,75
AnnaNagar,2025-09-01 01:36:00,38.2,74
Velachery,2025-09-01 01:36:00,26.8,43
T.Nagar,2025-09-01 01:36:00,33.2,42
Adyar,2025-09-01 01:36:00,38.4,80
Guindy,2025-09-01 01:36:00,33.6,53
AnnaNagar,2025-09-01 01:37:00,30.1,41
Velachery,2025-09-01 01:37:00,38.6,47
T.Nagar,2025-09-01 01:37:00,34.5,59
Adyar,2025-09-01 01:37:00,34.3,55
Guindy,2025-09-01 01:37:00,37.1,70
AnnaNagar,2025-09-01 01:38:00,27.9,67
Velachery,2025-09-01 01:38:00,33.0,76
T.Nagar,2025-09-01 01:38:00,37.0,64
Adyar,2025-09-01 01:38:00,38.0,70
Guindy,2025-09-01 01:38:00,38.5,58
AnnaNagar,2025-09-01 01:39:00,27.7,55
Velachery,2025-09-01 01:39:00,34.5,49
T.Nagar,2025-09-01 01:39:00,25.3,56
Adyar,2025-09-01 01:39:00,32.8,49
Guindy,2025-09-01 01:39:00,32.0,42
AnnaNagar,2025-09-01 01:40:00,29.1,40
Velachery,2025-09-01 01:40:00,29.8,57
T.Nagar,2025-09-01 01:40:00,40.0,59
Adyar,2025-09-01 01:40:00,32.3,67
Guindy,2025-09-01 01:40:00,35.5,63
AnnaNagar,2025-09-01 01:41:00,36.1,70
Velachery,2025-09-01 01:41:00,26.5,61
T.Nagar,2025-09-01 01:41:00,35.7,66
Adyar,2025-09-01 01:41:00,37.8,44
Guindy,2025-09-01 01:41:00,29.3,40
AnnaNagar,2025-09-01 01:42:00,33.1,75
Velachery,2025-09-01 01:42:00,30.7,58
T.Nagar,2025-09-01 01:42:00,34.0,63
Adyar,2025-09-01 01:42:00,31.1,63
Guindy,2025-09-01 01:42:00,34.9,48
AnnaNagar,2025-09-01 01:43:00,38.4,56
Velachery,2025-09-01 01:43:00,26.4,51
T.Nagar,2025-09-01 01:43:00,30.9,46
Adyar,2025-09-01 01:43:00,31.3,68
Guindy,2025-09-01 01:43:00,32.6,57
AnnaNagar,2025-09-01 01:44:00,38.0,64
Velachery,2025-09-01 01:44:00,35.1,79
T.Nagar,2025-09-01 01:44:00,27.7,54
Adyar,2025-09-01 01:44:00,37.3,62
Guindy,2025-09-01 01:44:00,35.0,45
AnnaNagar,2025-09-01 01:45:00,35.6,66
Velachery,2025-09-01 01:45:00,28.7,65
T.Nagar,2025-09-01 01:45:00,29.6,40
Adyar,2025-09-01 01:45:00,27.5,43
Guindy,2025-09-01 01:45:00,25.8,47
AnnaNagar,2025-09-01 01:46:00,39.9,41
Velachery,2025-09-01 01:46:00,26.3,59
T.Nagar,2025-09-01 01:46:00,30.9,56
Adyar,2025-09-01 01:46:00,34.4,51
Guindy,2025-09-01 01:46:00,25.8,77
AnnaNagar,2025-09-01 01:47:00,31.4,74
Velachery,2025-09-01 01:47:00,36.5,73
T.Nagar,2025-09-01 01:47:00,31.3,77
Adyar,2025-09-01 01:47:00,39.7,52
Guindy,2025-09-01 01:47:00,30.3,69
AnnaNagar,2025-09-01 01:48:00,38.6,47
Velachery,2025-09-01 01:48:00,39.7,52
T.Nagar,2025-09-01 01:48:00,27.7,54
Adyar,2025-09-01 01:48:00,37.0,43
Guindy,2025-09-01 01:48:00,39.8,43
AnnaNagar,2025-09-01 01:49:00,34.5,57
Velachery,2025-09-01 01:49:00,38.1,53
T.Nagar,2025-09-01 01:49:00,28.1,65
Adyar,2025-09-01 01:49:00,39.6,67
Guindy,2025-09-01 01:49:00,37.8,58
AnnaNagar,2025-09-01 01:50:00,34.9,80
Velachery,2025-09-01 01:50:00,40.0,72
T.Nagar,2025-09-01 01:50:00,28.4,80
Adyar,2025-09-01 01:50:00,30.9,67
Guindy,2025-09-01 01:50:00,27.9,59
AnnaNagar,2025-09-01 01:51:00,25.8,50
Velachery,2025-09-01 01:51:00,37.6,63
T.Nagar,2025-09-01 01:51:00,27.0,52
